Jam,V L1,V L2,V L3,V Avg,I L1,I L2,I L3,I Avg,KW L1,KW L2,KW L3,KW AVG,KVA L1,KVA L2,KVA L3,KVA AVG,FREQ,PF,kWH
10/8/2023 20:14:13,392.3,396.56,272.42,291.51,267.15,277.08,53.38,60.61,53.87,167.86,62.52,67.41,60.75,190.69,50.03,1.12,6945315.731,400.11,396.93
10/8/2023 20:44:13,391.71,395.79,265.9,284.71,259.93,270.18,50.59,58.63,51.98,160.77,59.97,65.46,58.64,184.06,50.08,1.13,6945399.582,399.65,396.24
10/8/2023 21:14:14,392.21,396.61,258,276.4,253.51,262.64,47.4,55.23,49.11,151.74,59.03,64.04,57.57,180.64,50.13,1.16,6945478.724,400.38,397.32
10/8/2023 21:44:14,391.6,396.23,257.43,277.69,252.4,262.5,43.89,52.55,46.37,142.81,58.7,64.2,57.23,180.13,50.07,1.21,6945551.204,399.91,397.23
10/8/2023 22:14:14,387.64,392.4,255.15,278.32,256.63,263.37,44.05,52.03,47.68,143.75,57.6,63.54,57.55,178.7,50.18,1.2,6945622.104,396.18,393.73
10/8/2023 22:44:15,388.2,392.8,255.66,278.63,254.75,263.02,42.53,51.2,46.29,140.02,57.83,63.86,57.23,178.93,50.05,1.22,6945691.716,396.25,393.73
10/8/2023 23:14:15,389.04,393.59,252.54,274.54,247.43,258.17,43.55,52.46,46.14,142.15,57.19,63.11,55.79,176.1,50.05,1.19,6945760.671,397.09,394.61
10/8/2023 23:44:15,389.22,394.13,247.95,271.24,242.49,253.79,40.6,50.15,43.77,134.53,56.16,62.45,54.7,173.31,50.05,1.22,6945829.849,397.77,395.31
10/9/2023 0:14:16,391.19,396.03,252.28,275.69,246.89,258.28,41.97,51.04,44.94,137.95,57.57,63.78,56.03,177.37,50.05,1.22,6945899.496,399.71,397.41
10/9/2023 0:44:16,392.6,397.3,247.5,271.41,243.92,254.28,42.12,51.09,45.14,138.35,56.71,62.94,55.52,175.17,50.07,1.21,6945967.574,400.88,398.44
10/9/2023 1:14:17,394.06,398.72,238.9,273.03,241.27,251.07,39.23,50.75,45,135.5,55.06,63.59,55.17,173.81,50.1,1.22,6946035.952,402.38,399.67
10/9/2023 1:44:17,392.24,396.99,242.63,271.62,244.57,250.41,40.49,50.16,45.39,136.05,54.91,62.1,55.22,172.23,49.99,1.21,6946103.738,400.65,398.19
10/9/2023 2:14:17,393.53,398.21,237.44,262.51,239.27,246.41,39.96,48.48,44.18,132.62,54.38,60.72,54.6,169.7,50.05,1.22,6946171.389,401.86,399.31
10/9/2023 2:44:18,395.34,399.92,250.77,277.24,244.88,257.63,43.04,52.8,46.2,142.04,57.72,64.32,56.08,178.12,50.22,1.2,6946238.914,403.54,400.8
10/9/2023 3:14:18,395,399.86,236.78,271.52,244.12,250.9,40.35,51.21,46.38,137.94,54.53,63.42,55.85,173.8,50.06,1.21,6946307.617,403.59,401.02
10/9/2023 3:44:18,393.97,398.51,240.3,264.96,240.91,248.73,40.65,49.35,44.88,134.88,55.11,61.75,54.91,171.87,50.04,1.21,6946374.711,402.11,399.48
10/9/2023 4:14:19,394.85,399.46,239.45,264.92,244.14,249.5,40.67,47.81,45.17,133.64,54.77,61.14,55.72,172.12,50.03,1.22,6946442.251,403.11,400.48
10/9/2023 4:44:19,394.52,399.07,241.14,266.44,242.67,250.09,42.71,51.26,46.66,140.63,55.37,62.03,55.51,172.91,50.01,1.19,6946510.917,402.63,399.98
10/9/2023 5:14:19,393.03,397.6,287.68,308.27,275.8,290.58,60.61,67.32,58.67,186.6,65.85,71.44,62.77,200.06,50.13,1.07,6946583.869,401,398.72
10/9/2023 5:44:20,389.28,393.27,452.47,471.38,431.3,451.72,102.23,106.46,95.12,303.81,104.5,109.75,99.29,313.55,49.89,0.97,6946701.95,396.26,394.02
10/9/2023 6:14:20,387.05,391.12,601.35,630.57,573.23,601.72,133.35,139.37,122.81,395.53,137.05,144.57,129.67,411.29,50.08,0.96,6946882.988,394.2,391.86
10/9/2023 6:44:20,387.02,391,669.87,694.14,628.14,664.05,146.48,151.24,133.17,430.88,151.61,158.52,141.26,450.91,50.12,0.95,6947078.929,394.1,391.86
10/9/2023 7:14:21,388.36,392.15,640.34,650.01,591.11,616.1,136.93,140.21,127.47,404.6,140.72,144.81,132.99,418.51,50.17,0.97,6947288.303,395.34,393.01
10/9/2023 7:44:21,383.52,387.12,901.1,907.44,824.74,877.76,192.26,192,171.35,556.06,201.29,204.19,183.54,589.02,49.96,0.94,6947524.133,389.84,388.13
10/9/2023 8:14:21,381.08,384.31,870.35,871.27,812.28,851.3,186,185.99,169.49,541.48,193.11,194.49,179.23,566.7,49.83,0.96,6947797.815,387.2,384.7
10/9/2023 8:44:22,383.34,386.78,528.48,527.36,495.64,516.96,120.35,120.91,111.7,352.96,120.89,121.67,112.87,355.42,50.07,0.99,6948074.01,389.48,387.11
10/9/2023 9:14:22,380.76,384.4,669.66,659.21,631.76,653.55,146.24,144.51,135.92,426.66,148.43,147.33,139.19,434.95,50.04,0.98,6948287.543,387.07,385.5
10/9/2023 9:44:22,382.72,386,700.71,691.26,670.17,687.38,153.35,151.87,144.82,450.04,155.06,154.75,148.22,458.04,50.23,0.98,6948511.096,388.67,386.42
10/9/2023 10:14:23,380.47,383.99,821.71,815.59,770.8,802.7,177,175.6,162.85,515.45,181.65,181.59,169.35,532.59,49.87,0.97,6948758.148,386.5,384.89
10/9/2023 10:44:23,386.61,389.93,778.39,780.08,730.32,762.41,170.13,170.25,156.16,496.54,175.05,176.59,163.49,515.13,49.97,0.96,6949011.83,392.86,390.8
10/9/2023 11:14:23,389.01,392.39,449.2,467.08,436.22,450.83,100.94,106.17,97.58,304.69,101.85,106.58,98.19,306.62,49.98,1.01,6949210.12,395.46,392.58
10/9/2023 11:44:24,390.08,393.23,665.56,652.66,627.69,648.64,149.65,146.46,138.88,434.98,151.41,148.76,141.39,441.56,50.18,0.98,6949391.607,395.71,393.68
10/9/2023 12:14:24,387.63,391.09,678.56,671.54,630.12,660.07,150.68,148.9,137.41,436.99,153.16,152.54,141.42,447.12,49.88,0.98,6949616.152,393.83,391.73
10/9/2023 12:44:24,386,389.57,698.15,678.05,645.52,673.9,155.22,150.91,142.13,448.26,158.22,154.81,145.78,458.8,50.15,0.98,6949845.903,392.11,390.33
10/9/2023 13:14:25,385.14,388.42,842.4,821.25,762.86,808.84,182.22,176.38,162.19,520.8,188.82,185.53,170.65,545,50.08,0.96,6950085.183,390.98,389.31
10/9/2023 13:44:25,380.33,383.7,827.87,807.08,753.97,796.31,178.01,172.71,159.37,509.33,183.05,179.91,166.11,529.08,50.02,0.96,6950346.156,386.19,384.36
10/9/2023 14:14:25,383.04,386.44,824.66,826.16,776.07,808.96,178.52,179.92,165.17,523.61,184,186.51,173.27,543.78,49.99,0.96,6950598.991,389.23,386.96
10/9/2023 14:44:26,383.94,387.12,780.31,783.76,730.64,764.9,170.99,171.16,156.2,498.34,175.02,176.77,162.88,514.67,50.1,0.97,6950858.007,389.91,387.61
10/9/2023 15:14:26,385.83,389.37,790.43,797.41,736.65,774.83,173.93,174.36,157.67,505.95,177.87,180.38,164.6,523.73,50.09,0.97,6951106.67,392.34,389.82
10/9/2023 15:44:26,388.61,391.91,724.99,721.59,687.5,711.36,159.98,159.1,148.64,467.71,164.07,164.2,154.54,482.8,50.07,0.97,6951346.141,394.78,392.21
10/9/2023 16:14:27,388.36,391.8,697.89,706.79,668.85,691.35,153.62,155.56,143.66,452.84,157.98,160.78,150.18,468.94,50.24,0.97,6951568.861,394.7,391.91
10/9/2023 16:44:27,387.75,391.63,714.47,726.04,682.31,707.61,156.99,159.78,146.08,462.85,161.55,165.42,153.34,480.31,50.09,0.96,6951806.503,394.74,392.42
10/9/2023 17:14:27,395.85,399.58,307.03,329.35,306.7,314.36,65.15,72.9,67.18,205.24,70.95,76.61,70.26,217.81,50.11,1.06,6951973.722,403.3,399.84
10/9/2023 17:44:28,401.7,405.12,371.04,358.94,342.79,357.59,83.98,82.62,76.64,243.24,87.71,84.62,79.8,252.13,50.05,0.97,6952076.529,408.24,405.42
10/9/2023 18:14:28,392.97,396.52,305.58,326.47,299.44,310.44,66.86,73.45,65.77,206.08,69.91,75.28,67.95,213.14,49.9,1.03,6952188.419,399.88,396.38
10/9/2023 18:44:28,393.67,397.73,262.4,279.45,235.35,259.07,50.11,59.39,47.15,156.65,60.18,64.74,53.54,178.46,50.04,1.12,6952270.326,401.83,397.77
10/9/2023 19:14:29,394.63,398.83,276.54,287,258.04,273.86,54.35,60.29,52.06,166.44,63.51,66.73,58.97,189.21,50.1,1.12,6952352.076,402.67,399.22
10/9/2023 22:9:58,402.68,399.96,394.54,399.06,260.02,275.18,239.23,258.14,45.48,54.03,44.36,143.87,59.77,64.03,54.59,178.39,50.1,1.19,6952791.69
10/9/2023 22:39:58,402.49,400.18,394.4,399.03,246.81,261.05,234.09,247.32,43.31,50.03,43.02,136.36,56.7,60.79,53.49,170.97,50.04,1.2,6952860.744
10/9/2023 23:9:59,402.62,400.27,394.41,399.1,256.08,264.55,227.99,249.54,44.35,52.02,41.27,137.64,58.85,61.65,52.15,172.65,50.13,1.2,6952930.041
10/9/2023 23:39:59,400.88,398.86,392.77,397.51,253.18,261.36,235.3,249.95,44.13,49.41,42.33,135.88,57.86,60.62,53.55,172.04,49.88,1.21,6952998.579
10/10/2023 0:10:0,399.23,396.91,391.33,395.82,258.6,263.35,230.06,250.67,45.5,51.11,42.1,138.71,58.9,60.8,52.14,171.84,50.04,1.19,6953065.846
10/10/2023 0:15:24,399.75,397.37,391.6,396.24,245.83,264.11,238.16,249.37,41.93,49.08,43.95,134.97,56,61.01,54.02,171.03,50.11,1.21,6953078.161
10/10/2023 0:45:24,401.76,398.85,393.74,398.12,245.36,263.94,224.67,244.66,41.59,51.13,41.8,134.53,56.33,61.35,51.21,168.89,50.18,1.2,6953146.158
10/10/2023 1:15:24,400.95,398.18,393,397.38,239.77,257.04,219.53,238.78,40.97,49.64,40.25,130.86,54.93,59.67,50.02,164.62,49.97,1.2,6953214.76
10/10/2023 1:45:25,401.89,399.24,393.95,398.36,249.26,266.9,232.32,249.49,42.49,50.93,43.07,136.48,57.13,62.03,53.07,172.24,50.09,1.21,6953280.993
10/10/2023 2:15:25,401.95,399.21,393.75,398.3,236.75,265.74,230.92,244.47,40.17,50.63,44.02,134.82,54.33,61.75,52.65,168.74,50.08,1.2,6953347.801
10/10/2023 2:45:25,402.17,399.4,394.3,398.63,245.09,259.36,228.9,244.46,41.91,49.15,41.9,132.95,56.32,60.3,52.25,168.87,50.07,1.21,6953414.002
10/10/2023 3:15:26,402.96,400.29,395.13,399.46,240.15,254.76,224.99,239.97,41.03,48.23,41.15,130.41,55.29,59.37,51.45,166.11,50.12,1.21,6953479.835
10/10/2023 3:45:26,403.43,400.68,395.65,399.92,237.01,256.58,226.4,240,39.51,47.87,41.26,128.64,54.71,59.76,51.88,166.34,50.11,1.23,6953546.588
10/10/2023 4:15:26,402.35,399.54,394.6,398.83,252.64,274.71,234.17,253.84,43.53,53.58,44.03,141.14,58.08,63.88,53.48,175.44,50.12,1.2,6953613.931
10/10/2023 4:45:27,401.83,398.96,393.92,398.24,239.9,257.44,230.73,242.69,41.23,48.47,42.59,132.29,55.07,59.78,52.61,167.46,49.98,1.21,6953681.145
10/10/2023 5:15:27,396.41,394.01,388.91,393.11,472.28,482.64,436.5,463.8,105.28,107.6,95,307.88,107.19,110.7,98.52,316.4,50.04,0.97,6953758.307
10/10/2023 5:45:27,394.89,392.54,387.63,391.69,560.36,575.27,514.78,550.14,123.95,126.71,110.66,361.33,126.54,131.16,115.63,373.33,50.15,0.97,6953939.875
10/10/2023 6:15:28,392.77,390.68,385.35,389.6,537.7,543.83,499.73,527.09,118.27,119.98,107.7,345.96,120.69,123.43,111.64,355.76,49.88,0.97,6954120.754
10/10/2023 6:45:28,394.53,392.74,387.19,391.49,486.81,503.57,466.33,485.57,108.34,113.03,102.25,323.62,109.75,114.84,104.73,329.32,50.05,0.98,6954280.257
10/10/2023 7:15:29,397.73,396.06,390.38,394.72,408.07,423.7,388.31,406.69,91.8,96.46,86.45,274.71,92.71,97.46,87.94,277.82,50.15,0.99,6954424.548
10/10/2023 7:45:29,397.47,395.53,390.43,394.48,432.36,447.81,402.59,427.59,97.54,101.83,89.62,288.99,98.24,102.88,91.13,292.25,50.04,0.99,6954567.791
10/10/2023 8:15:29,396.19,394.38,389.68,393.42,477.54,483.68,449.55,470.26,107.6,109.69,100.02,317.31,108.28,110.71,101.5,320.49,50.05,0.99,6954721.93
10/10/2023 8:45:30,393.76,391.82,387.18,390.92,452.95,447.61,412.16,437.57,101.42,101.4,91.79,294.61,102.07,101.83,92.43,296.33,50.17,0.99,6954866.264
