Jam,V L1,V L2,V L3,V Avg,I L1,I L2,I L3,I Avg,KW L1,KW L2,KW L3,KW AVG,KVA L1,KVA L2,KVA L3,KVA AVG,FREQ,PF,kWH
12/24/2023 3:5:23,407.3,405.65,397.98,403.64,297.84,324.26,305.09,309.06,39.65,50.51,51.02,141.18,69.12,76.59,70.5,216.21,50.27,1.35,7479727.17
12/24/2023 3:35:24,406.97,405.71,397.74,403.47,294.26,318.74,304.86,305.96,40.43,48.62,50.06,139.11,68.19,75.26,70.41,213.86,50.31,1.35,7479799.548
12/24/2023 4:5:24,408.22,406.86,398.95,404.68,294.39,325.24,311.07,310.23,42.54,51.7,53.97,148.2,68.42,76.98,72.06,217.47,50.35,1.32,7479871.578
12/24/2023 4:35:24,408.17,406.58,399.12,404.62,296,319.88,312.21,309.36,43.63,50.74,53.61,147.98,68.84,75.75,72.42,217.01,50.18,1.32,7479944.656
12/24/2023 5:5:25,407.57,405.95,398.6,404.04,313.82,332.54,321.32,322.53,51.92,58.15,58.02,168.08,72.85,78.17,74.3,225.07,50.16,1.26,7480019.852
12/24/2023 5:35:25,401.19,400.14,392.5,397.92,510.16,530.41,510.7,517.09,114.67,121.25,112.61,348.53,116.73,123.37,116.55,356.64,50.15,0.98,7480176.422
12/24/2023 6:5:25,402.49,400.96,393.12,398.86,473.7,504.29,485.24,487.74,106.42,115.51,106.74,328.67,108.41,117.38,110.68,336.48,50.17,0.98,7480344.169
12/24/2023 6:35:26,399.22,398.34,390.73,396.1,630.23,662.86,627.9,640.33,139.84,149.15,135.56,424.55,143.39,153.17,142.54,439.1,50.17,0.97,7480533.039
12/24/2023 7:5:26,399.37,398.48,390.93,396.26,632.55,638.7,611.27,627.51,139.18,143.39,131.61,414.17,144.25,148.32,138.98,431.55,50.13,0.96,7480741.768
12/24/2023 7:35:26,398.19,397.02,390.49,395.23,653.17,675.71,632.61,653.83,145.4,151.73,137.6,434.73,148.45,155.64,143.47,447.55,50.22,0.97,7480953.34
12/24/2023 8:5:27,398.46,397.11,390.67,395.41,679.68,702.33,658.43,680.14,151.37,157.75,143.23,452.35,154.67,161.93,149.43,466.04,50.26,0.97,7481177.947
12/24/2023 8:35:27,402.88,401.39,395.37,399.88,396.76,397.65,395.27,396.56,88.36,90.31,88,266.58,91.23,92.71,90.69,274.62,50.12,1.03,7481376.499
12/24/2023 9:5:27,398.29,397.02,390.84,395.39,607.14,614.06,596.15,605.66,135.77,139,131.42,406.19,138.21,141.06,134.72,413.76,50.13,0.98,7481553.425
12/24/2023 9:35:28,399.69,398.21,392.18,396.69,553.27,542.56,552.15,549.33,124.55,124.35,123.52,372.43,126.44,125.49,125.79,377.73,49.97,0.99,7481753.512
12/24/2023 10:5:28,399.97,398.44,392.95,397.12,592.83,587.91,580.56,587.34,133.55,134.05,129.11,396.71,135.8,136.58,133.13,406.35,50.09,0.98,7481947.687
12/24/2023 10:35:28,400.92,399.08,393.85,397.95,575.74,577.93,564.15,572.6,130.34,132.53,125.97,388.84,131.96,133.91,128.7,394.56,50.22,0.99,7482146.067
12/24/2023 11:5:29,400.22,398.53,393.06,397.27,588.48,588.37,581.91,586.26,132.67,134.71,129.51,396.88,134.75,136.26,132.63,403.64,50.15,0.98,7482343.939
12/24/2023 11:35:29,400.61,399,393.67,397.76,568.6,559.76,553.82,560.68,128.28,127.84,123.47,379.59,130.28,131.1,128.61,390.33,50.17,0.98,7482536.931
12/24/2023 12:5:29,404.9,403.04,396.97,401.64,323.61,339.78,366.35,343.25,66.22,67.88,77.38,211.48,75.45,79.65,84.57,239.67,50.12,1.11,7482664.05
12/24/2023 12:35:30,405.36,403.34,397.59,402.09,322.59,328.93,354.8,335.44,66.84,66.77,75.12,208.72,74.68,77.09,81.68,233.44,50.14,1.11,7482767.881
12/24/2023 13:5:30,399.62,398.11,392.37,396.76,608.32,601.45,609.97,606.58,136.69,137.52,135.99,410.2,138.99,139.03,138.81,416.83,50.18,0.98,7482969.339
12/24/2023 13:35:30,400.46,398.86,393.29,397.54,595.03,586.41,594.05,591.83,133.98,134.18,132.59,400.75,136.49,136.27,135.61,408.37,50.12,0.98,7483172.118
12/24/2023 14:5:31,399,397.49,391.96,396.15,664,653.66,643.32,653.66,147.64,147.16,141.25,436.05,152.58,151.03,146.6,450.21,50.2,0.97,7483377.128
12/24/2023 14:35:31,399.63,397.85,392.6,396.69,624.75,628.32,608.06,620.38,139.87,142.4,134.18,416.7,142.9,145.22,138.45,426.56,50.17,0.98,7483603.316
12/24/2023 15:5:31,397.41,396.05,390.85,394.77,769.5,743.94,707.24,740.23,170.24,164.65,152.22,486.88,174.55,169.66,158.51,502.73,50.21,0.97,7483837.943
12/24/2023 15:35:32,396.14,394.41,389.27,393.28,765.21,770.56,734.91,756.89,168.31,170.51,158.27,497.09,173.48,176.45,166.02,515.95,50.03,0.96,7484092.981
12/24/2023 16:5:32,396.06,394.51,388.97,393.16,785.75,792.72,758.66,779.04,171.95,174.87,162.75,509.57,177.93,181.28,171.18,530.39,50.1,0.96,7484346.255
12/24/2023 16:35:33,396.58,395.05,389.57,393.73,594.5,595.7,572.96,587.72,132.88,134.42,126.11,393.41,134.66,136.28,129.32,400.26,49.91,0.98,7484575.009
12/24/2023 17:5:33,398.06,396.6,391.08,395.09,625.42,634.38,603.27,621.02,139.44,142.43,131.83,413.7,143.05,146.88,137.19,427.12,49.96,0.97,7484784.518
12/24/2023 17:35:33,399.98,398.22,393.38,397.19,629.1,625.83,596.85,617.26,141.14,140.75,131.37,413.26,144.28,144.78,136.27,425.33,50.19,0.97,7484993.986
12/24/2023 18:5:34,402.96,401.01,395.81,399.93,390.63,396.98,401.85,396.49,86.62,90.02,88.52,265.07,90.02,92.41,92.02,274.45,50.05,1.03,7485126.088
12/24/2023 18:35:34,401.11,399.03,393.35,397.83,334.52,359.96,357.29,350.59,68.25,76.31,74.9,219.47,76.56,82.45,80,239.01,49.98,1.09,7485245.854
12/24/2023 19:5:34,403.54,402.06,395.57,400.42,298.71,324.25,332.94,318.63,51.12,58.11,62.95,172.18,68.79,75.78,76.36,220.93,50.22,1.22,7485341.477
12/24/2023 19:35:35,401.25,400.34,393.07,398.22,302.09,321.22,336.84,320.05,50.87,54.78,61.16,166.81,69.14,74.72,76.86,220.72,50.12,1.24,7485425.891
12/24/2023 20:5:35,402.49,401.38,394.4,399.43,291.79,307.21,308.89,302.63,42.75,47.61,50.9,141.25,66.98,71.69,70.74,209.41,50.05,1.33,7485506.227
12/24/2023 20:35:35,403.84,402.53,395.72,400.7,291.84,309.82,305.81,302.65,42.16,48.64,51.57,142.36,67.37,72.48,70.21,210.06,50.11,1.32,7485576.346
12/24/2023 21:5:36,404.92,403.62,396.86,401.8,292.67,311.35,306.7,303.57,40.12,47.75,50.49,138.27,67.63,73.06,70.69,211.39,50.1,1.35,7485645.765
12/24/2023 21:35:36,405.15,403.91,397.18,402.08,289.73,299.43,302.84,297.33,40.96,45.34,48.5,134.82,67.02,70.3,69.83,207.15,50.12,1.35,7485713.547
12/24/2023 22:5:36,404.94,403.54,396.75,401.75,288.71,307.31,302.98,299.67,39.51,45.9,49.67,135.08,66.72,72.12,69.8,208.64,50.23,1.35,7485781.911
12/24/2023 22:35:37,406.15,404.4,398.27,402.94,282.52,300.18,299.13,293.82,39.53,44.92,48.76,133.21,65.46,70.57,69.05,205.16,50.2,1.35,7485849.247
12/24/2023 23:5:37,406.11,404.78,397.93,402.94,280.62,301.9,301.19,294.57,39.07,45.16,50.02,134.13,64.83,70.88,69.41,205.12,50.18,1.35,7485917.065
12/24/2023 23:35:37,407.25,405.53,399.04,403.94,287.3,302.87,297.29,295.82,40.06,46.52,49.8,136.38,66.79,71.47,68.86,207.15,50.24,1.34,7485984.365
12/25/2023 0:5:38,405.62,404.07,396.96,402.22,277.37,302.83,293.93,291.37,36.87,44.81,48.47,130.11,64.13,71.17,67.68,203.08,50.3,1.36,7486051.818
12/25/2023 0:35:38,405.93,404.35,397.28,402.52,281.86,305.53,298.73,295.37,38.02,45.32,49.53,132.87,65.25,71.88,68.89,206.02,50.26,1.36,7486118.245
12/25/2023 1:5:38,406.13,404.51,397.62,402.75,280.2,305.25,296.35,293.93,39.09,46.52,49.83,135.45,64.85,71.78,68.35,204.98,50.23,1.34,7486185.874
12/25/2023 1:35:39,407.22,405.5,398.86,403.86,278.33,301.75,297.48,292.52,38.96,44.94,50.33,134.24,64.67,71.2,68.78,204.65,50.18,1.34,7486252.939
12/25/2023 2:5:39,407.2,405.51,399,403.91,283.5,300.07,294.88,292.82,39.1,45.38,48.02,132.5,66.05,70.37,67.86,204.27,50.14,1.35,7486319.997
12/25/2023 2:35:39,407.75,405.93,399.32,404.33,282.95,298.25,292.24,291.15,38.52,44.09,47.59,130.2,65.64,70.59,67.84,204.07,50.23,1.36,7486385.415
12/25/2023 3:5:40,407.57,405.95,399.11,404.15,285.18,301.67,297.41,294.75,39.51,45.23,48.29,133.03,66.27,71.06,68.74,206.07,50.29,1.36,7486451.391
12/25/2023 3:35:40,408.41,406.58,400.16,405.09,282.6,295.06,296.45,291.37,39.87,44.74,48.08,132.68,65.83,69.78,68.78,204.39,50.27,1.35,7486518.47
12/25/2023 4:5:40,408.75,406.73,400.48,405.32,284.62,299.11,295.98,293.24,40.33,45.62,48.95,134.9,66.38,70.77,68.65,205.8,50.25,1.34,7486586.474
12/25/2023 4:35:41,408.12,405.98,400.2,404.77,290.12,291.42,291.53,291.29,45,48.48,49.25,142.73,67.79,68.79,67.59,204.2,50.04,1.3,7486655.155
12/25/2023 5:5:41,407.54,405.22,399.68,404.14,332.13,343.92,345.82,340.62,71.26,75.48,74.51,221.25,77.35,81.04,80,238.4,50.1,1.07,7486740.992
12/25/2023 5:35:42,404.17,402.16,396.69,401.01,464.31,471.98,466.18,467.49,104.53,107.77,103.13,315.44,107.3,110.3,107.21,324.82,49.98,0.97,7486895.792
12/25/2023 6:5:42,404.85,402.73,397.36,401.64,441.88,454.73,447.33,447.98,100.09,104.41,99.59,304.09,102.26,106.42,102.98,311.66,50.18,0.98,7487052.401
12/25/2023 6:35:43,390.73,391.76,428.2,462.16,471.31,453.89,96.38,104.36,105.42,306.16,96.97,104.81,106.4,308.18,50.02,0.99,7487204.22,392.78,391.65
12/25/2023 7:5:43,389.98,391.9,261.4,306.23,313.87,293.84,52.63,60.36,66.46,179.44,59,69.48,70.65,199.12,50,1.1,7487339.331,393.06,392.51
12/25/2023 7:35:44,390.89,391.81,272.71,292.24,292.52,285.82,49.68,53.69,57.21,160.58,61.74,66.4,66.06,194.2,50,1.17,7487429.262,392.46,392.09
12/25/2023 8:5:44,386.43,395.43,424.76,418.42,373.22,405.47,87.39,91.26,77.23,255.87,99.89,102.47,88.48,290.84,50.27,1.07,7487539.048,399.88,399.66
12/25/2023 8:35:44,396.39,402.18,305.86,305.24,300.14,303.75,55.93,56.29,57.19,169.41,70.69,71.83,69.09,211.61,50.1,1.2,7487633.462,406.12,404.14
12/25/2023 9:5:45,395.2,400.35,478.29,465.63,445.54,463.16,108.32,106.96,100.1,315.38,109.92,108.28,101.32,319.52,50.07,0.98,7487765.821,404.02,401.87
12/25/2023 9:35:45,386.73,392.3,504.32,493.95,454.57,484.28,112.62,112.06,100.87,325.55,113.73,113.16,102.19,329.09,50.14,0.99,7487921.333,396.09,394.24
12/25/2023 10:5:45,384.58,389.9,715.31,708.43,653.25,692.33,157.51,156.11,141.56,455.21,160.45,161.19,146.01,467.65,49.96,0.97,7488090.585,393.39,391.97
12/25/2023 10:35:46,387.98,392.47,766.86,768.21,711.78,748.95,169.35,169.13,153.92,492.4,173.25,175.46,160.31,509.02,50.12,0.97,7488329.801,395.39,394.15
12/25/2023 11:5:46,373.62,379.83,748.43,760.81,678.54,729.26,160.81,163.93,143.11,467.85,162.98,169.04,147.83,479.86,50.04,0.97,7488566.74,382.94,383.01
12/25/2023 11:35:46,377.98,384.4,716.43,717.77,655.09,696.43,156.44,158.85,141.46,456.74,158.67,162.22,144.83,465.72,50.2,0.99,7488788.862,387.55,387.4
12/25/2023 12:5:46,380.52,386.51,658.8,666.52,594.66,639.99,144.53,147.65,128.97,421.15,146.06,150.6,131.84,428.51,50.3,0.98,7489002.943,389.54,389.23
12/25/2023 12:35:47,374.93,381.3,523.37,518.25,502.32,514.65,111.93,114.04,107.91,333.87,114.34,115.61,109.78,339.72,50.12,1.02,7489200.409,384.61,384.6
12/25/2023 13:5:47,380.2,385.78,576.92,562.31,550.51,563.25,125.7,124.84,119.68,370.22,127.84,126.74,121.78,376.37,50.2,0.98,7489382.21,388.86,387.98
12/25/2023 13:35:47,379.5,384.78,671.23,668.39,627.99,655.87,146.87,147.77,135.84,430.48,148.5,150.14,138.54,437.18,50.22,0.98,7489576.099,387.84,386.68
12/25/2023 14:5:48,378.78,384.18,633.04,619.33,594.46,615.61,138.16,137.03,128.72,403.91,139.78,138.96,130.94,409.68,50.14,0.99,7489795.358,387.53,386.51
12/25/2023 14:35:48,378.57,384.04,707.44,719.31,673.83,700.2,153.7,157.98,144.28,455.97,156.1,161.3,148.45,465.85,50.13,0.98,7490004.805,388.05,387.13
12/25/2023 15:5:48,378.54,383.74,724.61,717.14,672.08,704.61,157.27,156.63,144.28,458.19,159.71,160.58,148.1,465.44,50.21,0.98,7490225.429,386.63,386.66
12/25/2023 15:35:49,371.87,377.31,772.22,782.18,732.93,762.44,165.05,168.5,154.41,487.97,167.27,172.3,158.85,498.58,49.93,0.98,7490448.96,379.99,380.11
12/25/2023 16:5:49,376.11,381.55,675.49,675.41,628.97,659.96,146.25,147.34,134.41,428.16,148.23,150.55,137.71,436.48,49.99,0.98,7490684.264,384.74,383.8
12/25/2023 16:35:49,378.94,384.14,661.21,672.24,625.86,653.1,144.57,147.94,134.34,426.85,146.15,150.7,137.79,434.64,49.93,0.98,7490897.388,387.53,386.01
12/25/2023 17:5:50,375.92,381.33,727.58,743.29,688,719.62,156.92,161.02,145.49,463.43,159.61,165.44,150.36,475.41,50.03,0.97,7491117.524,384.7,383.1
12/25/2023 17:35:50,379.63,384.81,493.68,507.65,466.71,489.35,107.4,112.83,101.13,321.35,109.47,114.1,102.9,326.47,50.15,0.99,7491319.381,388.27,386.33
12/25/2023 18:5:51,376.93,382.44,451.56,447.36,418.68,439.2,95.76,97.91,88.91,282.57,99.35,100,91.64,291.05,49.97,1.03,7491469.724,386.29,384.13
12/25/2023 18:35:51,373.76,381.17,346.12,353.87,341.61,347.2,52.29,59.54,59.26,171.1,75.67,79.3,74.3,229.4,50.06,1.25,7491607.5,385.82,383.89
12/25/2023 19:5:51,378.62,386.27,354.07,361.36,347.73,354.39,53.77,60.13,58.63,172.52,78.37,82.08,76.7,237.15,50.19,1.27,7491693.986,391.05,389.52
12/25/2023 19:35:52,383.55,390.78,352.87,353.41,343.42,349.9,54.27,58.44,57.81,170.52,79.15,81.12,76.59,236.86,50.16,1.28,7491779.651,395.55,393.31
12/25/2023 20:5:52,376.61,384.05,374.49,367.01,346.78,362.76,50.09,56.07,54.86,161.02,82.51,82.88,75.96,241.36,50.19,1.33,7491863.802,388.82,386.56
12/25/2023 20:35:52,380.78,388,357.36,352.31,327.1,345.59,45.3,50.01,47.91,143.22,79.55,80.32,72.44,232.31,50.04,1.38,7491941.638,392.48,390.38
12/25/2023 21:5:53,381.03,387.91,363.22,357.91,326.5,349.21,44.31,50.95,48.3,143.56,80.91,81.51,72.29,234.7,50.21,1.39,7492013.98,392.65,390.2
12/25/2023 21:35:53,382.8,388.83,305.52,305.75,285.52,298.93,42.87,47.7,46.24,136.8,68.35,69.64,63.39,201.38,50,1.32,7492084.086,393.34,390.27
12/25/2023 22:5:54,384.94,390.7,313.94,305.9,284.17,301.34,44.8,48.78,46.33,139.91,70.62,69.96,63.39,203.97,50.2,1.31,7492156.898,395.27,391.93
12/25/2023 22:35:54,380.61,386.77,312.92,304.81,277.52,298.42,39.48,45.6,42.24,127.32,69.57,69.09,61.31,199.97,50.25,1.36,7492224.195,391.15,388.74
12/25/2023 23:5:54,385.16,390.94,309.03,301.72,280.34,297.03,42.11,45.97,44.05,132.13,69.66,69.23,62.49,201.38,50.23,1.34,7492292.746,395.34,392.23
12/25/2023 23:35:55,386.55,392.11,299.67,299.31,272.25,290.41,41.54,47.21,44.65,133.4,67.7,68.6,60.92,197.22,50.16,1.32,7492358.945,396.54,393.26
12/26/2023 0:5:55,382.46,388.51,301.25,303.96,282.6,295.94,39.68,44.7,43.81,128.24,67.31,69.24,62.8,199.35,50.1,1.36,7492425.775,392.77,390.39
12/26/2023 0:35:56,383.87,387.43,311.05,307.61,285.15,301.27,41.63,48.06,45.58,135.26,69.35,69.39,63.45,202.19,50.18,1.33,7492491.971,389.54,388.75
12/26/2023 1:5:56,386.8,390.33,307.17,306.63,284.58,299.46,43.36,49.9,46.82,140.08,69.02,69.67,63.79,202.46,50.19,1.31,7492558.762,392.65,391.58
12/26/2023 1:35:56,388.25,391.85,310.08,307,287.33,301.47,41.35,47.23,45.38,133.96,69.95,70.04,64.4,204.26,50.23,1.35,7492625.822,394.29,393.24
12/26/2023 2:5:57,387.17,391.02,300.08,302.43,283.61,295.37,40.68,46.64,45.48,132.81,67.5,68.89,63.75,200,50.31,1.34,7492692.483,393.37,392.49
12/26/2023 2:35:57,388.45,392.32,300.71,308.41,285.51,298.21,39.05,46.51,44.87,130.43,67.88,70.46,64.28,202.61,50.29,1.36,7492758.645,394.65,393.53
12/26/2023 3:5:57,385.28,389.12,306.34,308.74,284.54,299.87,41.3,48.06,46.29,135.65,68.61,70,63.53,202.15,50.28,1.33,7492824.781,391.69,390.49
12/26/2023 3:35:58,385.71,389.57,309.46,303.73,287.77,300.51,42.56,47.21,46.43,136.2,69.49,68.92,64.34,202.75,50.38,1.33,7492891.804,391.98,391.07
12/26/2023 4:5:58,385.41,389.34,310.53,310.97,288.04,303.18,41.89,48.6,47.03,137.53,69.57,70.55,64.4,204.51,50.32,1.33,7492958.745,391.95,390.92
12/26/2023 4:35:59,386.03,390.07,286.26,302.39,289.84,292.83,41.47,47.6,49.77,138.83,64.15,68.8,64.81,197.76,50.11,1.3,7493027.79,392.7,391.43
12/26/2023 5:5:59,384.93,388.78,303.42,305.88,287.67,298.99,43.81,49.5,48.61,141.92,67.91,69.29,64.17,201.46,50.06,1.29,7493097.622,391.27,390.04
12/26/2023 5:35:59,381.46,385.32,472.7,485.92,470.33,476.3,103.93,108.38,103.35,315.65,104.82,108.99,104.12,317.93,50.12,1.01,7493227.689,387.65,386.82
12/26/2023 6:6:0,379.56,383.45,491.23,498.24,491.8,493.76,107.65,110.66,107.43,325.64,108.34,111.18,108.05,327.56,50.13,1.01,7493387.367,385.42,384.99
12/26/2023 6:36:0,377.8,381.6,612.64,630.48,596.9,613.34,133.65,138.8,128.79,401.24,134.47,139.79,130.88,405.14,50.2,0.99,7493553.756,383.78,383.22
12/26/2023 7:6:0,383.08,387.1,615.34,637.52,590.23,614.36,135.6,141.18,127.42,404.2,137.04,143.63,131.32,411.99,50.03,0.98,7493730.871,389.28,388.8
12/26/2023 7:36:1,386.56,390.83,642.91,657.8,609.63,636.78,142.08,146.37,132.51,420.97,144.46,149.71,137.38,432.52,50.04,0.98,7493939.191,393.21,392.73
12/26/2023 8:6:1,389.03,393.13,769.45,793.34,727.32,763.37,168.85,173.65,154.6,497.1,174.12,181.46,164.31,519.89,50.08,0.96,7494173.775,395.56,394.78
12/26/2023 8:36:2,389.6,393.82,557.77,568.87,534.86,553.84,125.02,128.81,118.3,372.13,126.45,130.46,120.93,377.84,50.05,0.98,7494388.423,396.75,395.34
12/26/2023 9:6:2,391.52,395.79,479.12,478.79,462.37,473.43,107.82,109.49,103.36,320.68,109.18,110.39,104.96,324.49,49.9,0.99,7494563.375,398.63,397.18
12/26/2023 9:36:2,397.22,401.21,552.79,523.95,509.8,528.85,125.1,118.63,114.53,358.25,127.93,122.06,117.28,367.27,49.97,0.98,7494739.795,404.12,402.27
12/26/2023 10:6:3,394.56,398.56,644.75,652.13,622.09,639.66,144.53,146.78,136.62,427.93,148.2,151.17,142.25,441.62,49.95,0.97,7494929.768,401.56,399.43
12/26/2023 10:36:3,393.16,397.4,634,633.88,610.67,626.18,142.55,143.35,134.99,420.89,145.23,146.62,139.2,431.06,49.97,0.98,7495145.436,400.46,398.56
12/26/2023 11:6:3,393.31,397.58,433.08,435.12,427.49,431.9,96.4,99.07,95.32,290.79,99.6,101.12,98.17,298.89,49.98,1.02,7495326.182,400.64,398.8
12/26/2023 11:36:4,395.36,399.85,448.22,444.89,451.68,448.26,100.69,101.64,101.23,303.56,103.05,103.44,103.05,309.54,50.16,1.02,7495478.935,403.11,401.16
12/26/2023 12:6:4,395.14,399.6,451.73,459.45,447.87,453.02,101.55,105.54,100.92,308.01,104,107,102.57,313.57,50.27,1.02,7495632.853,402.84,400.69
12/26/2023 12:36:5,389.79,394.32,659.79,649.01,633.79,647.53,147.8,146.55,140.22,434.56,149.91,149.2,143.46,442.56,50.07,0.98,7495811.06,397.2,395.91
12/26/2023 13:6:5,386.51,390.75,690.41,679.83,645.7,671.98,152.88,150.75,141.17,444.8,155.32,154.6,144.91,454.84,49.8,0.98,7496035.749,393.37,392.29
12/26/2023 13:36:5,388.74,393.09,735.87,734.23,703.27,726.59,164.04,164.72,154.4,483.16,166.93,168.74,159.02,494.68,50.06,0.98,7496273.79,395.82,394.48
12/26/2023 14:6:6,388.81,393.18,744.3,739.97,717.24,733.84,165.8,165.87,157.63,489.3,168.84,169.53,161.96,500.33,50.12,0.98,7496515.453,396.18,394.67
12/26/2023 14:36:6,387.21,391.78,755.1,764.82,743.09,754.34,166.7,170.2,161.69,498.58,170.4,174.43,167.09,511.93,50.05,0.97,7496763.531,394.7,393.3
12/26/2023 15:6:7,387.3,391.7,809.87,810.69,781.91,800.82,178.07,179.13,168.79,525.99,182.74,184.37,175.65,542.77,50.04,0.97,7497028.816,394.66,393.26
12/26/2023 15:36:7,389.5,393.85,664.76,682.6,653.71,667.02,148.67,153.91,143.57,446.15,150.88,156.51,147.69,455.08,49.84,0.98,7497257.051,396.99,395.05
12/26/2023 16:6:7,392.06,396.51,564.64,579.23,561.07,568.31,127.13,132.09,124.47,383.69,129.02,133.78,124.73,381.32,50.1,0.98,7497487.803,399.4,397.3
12/26/2023 16:36:8,389.32,393.65,809.38,823.53,793.04,808.65,177.03,181.39,170.07,528.49,183.61,188.61,179.2,551.41,50.02,0.96,7497742.407,396.56,394.98
12/26/2023 17:6:8,388.35,392.51,927.49,948.61,895.78,923.96,200.85,205.61,189.12,595.58,209.83,216.44,201.97,628.24,50.13,0.95,7498005.834,395.23,393.83
12/26/2023 17:36:9,390.59,394.41,942.5,968.69,913.55,941.58,204.78,210.25,192.72,607.75,214.2,221.92,207.12,642.19,50.24,0.94,7498310.058,396.83,395.85
12/26/2023 18:6:9,394.61,398.35,672.22,664.3,634.91,657.14,149.45,147.43,138.84,435.72,154.45,153.85,145.37,453.67,49.99,0.96,7498571.434,400.78,399.71
12/26/2023 18:36:9,387.88,392.13,632.74,641.9,626.43,633.69,140.42,143.71,136.84,420.97,142.88,146.45,140.97,430.3,50.02,0.98,7498787.019,394.9,393.56
12/26/2023 19:6:10,400.08,404.74,345.74,364.02,357.24,355.64,59.2,68.7,67.4,195.29,80.56,85.95,82.85,249.36,50.2,1.22,7498907.058,408.09,406.14
12/26/2023 19:36:10,402.51,407.21,340.37,360.72,356.02,352.37,58.11,66.44,65.91,190.45,79.75,85.69,83.04,248.56,50.1,1.23,7499006.534,410.14,408.45
12/26/2023 20:6:10,403.45,408.08,333.7,345.52,344.89,341.43,52.4,59.29,61.04,172.72,78.37,82.26,80.74,241.38,50.23,1.28,7499097.787,411.24,409.57
12/26/2023 20:36:11,399.99,404.69,327.08,341.51,339.37,335.99,48.89,56.75,58.73,164.38,76.16,80.65,78.72,235.53,49.92,1.3,7499181.464,407.85,406.23
12/26/2023 21:6:11,399.52,404.2,325.83,340.11,333.07,333,47.71,55.03,56.09,158.83,75.74,80.2,77.22,233.16,49.89,1.32,7499261.743,407.11,405.97
12/26/2023 21:36:12,398.11,402.77,322.36,337.67,330.41,330.15,45.78,52.94,55.07,153.8,74.68,79.35,76.35,230.43,50.2,1.33,7499341.913,405.77,404.46
12/26/2023 22:6:12,395.09,399.89,316.71,336.32,326.8,326.61,45.27,52.6,56.07,153.93,72.88,78.5,75.01,226.39,50.17,1.32,7499417.569,402.94,401.47
12/26/2023 22:36:12,394.3,399.28,301.48,324.9,317.77,314.72,40.83,49.25,53.13,143.21,69.19,75.74,72.72,217.65,49.97,1.34,7499492.291,402.24,401.14
12/26/2023 23:6:13,395.93,400.95,314.27,324.17,320.6,319.68,46.13,50.48,52.44,149.05,72.42,75.91,73.7,222.03,50.19,1.33,7499570.02,403.94,402.82
12/26/2023 23:36:13,398.98,403.72,308.59,315.73,309.49,311.28,45.95,51,51.64,148.59,71.7,74.41,71.58,217.7,50.18,1.32,7499644.063,406.98,405.2
12/27/2023 0:6:13,399.59,404.44,303.27,314.47,308.37,308.7,43.23,48.46,51.09,142.79,70.57,74.25,71.45,216.27,50.14,1.34,7499717.71,407.7,405.99
12/27/2023 0:36:14,396.23,400.86,302.1,311.07,301.01,304.73,43.07,48.78,50.58,142.42,69.7,72.77,69.13,211.6,50.1,1.33,7499789.421,404.1,402.33
12/27/2023 1:6:14,396.86,401.46,296.54,310.63,299.15,302.11,43.64,50.58,51.77,146,68.56,72.76,68.79,210.23,50.13,1.31,7499861.585,404.83,402.68
12/27/2023 1:36:15,398.06,402.76,295.76,308.64,296.74,300.38,40.85,47.18,50.05,138.08,68.59,72.55,68.43,209.58,50.15,1.34,7499932.645,406.23,404.02
12/27/2023 2:6:15,398.92,403.35,296.72,308.22,298.93,301.29,45.79,50.83,52.46,149.07,68.95,72.51,69.05,210.51,50.09,1.29,7500004.591,406.85,404.49
12/27/2023 2:36:15,399.56,404.08,296.69,309.21,291.99,299.3,42.27,50.69,49.32,142.28,69.05,72.89,67.58,209.52,50.17,1.32,7500077.059,407.32,405.05
12/27/2023 3:6:16,398.52,403.2,306.57,310.76,299,305.45,45.47,50.04,50.18,145.68,71.1,73.08,69.02,213.2,50.21,1.32,7500149.067,406.39,404.58
12/27/2023 3:36:16,396.75,401.9,285.41,308.24,294.82,296.15,38.6,45.97,50.21,134.77,65.98,72.38,67.84,206.2,50.1,1.35,7500219.488,405.19,403.42
12/27/2023 4:6:16,398.37,403.18,299.32,311.46,300.34,303.71,44.96,50.12,51.65,146.7,69.41,73.3,69.35,212.07,50.16,1.31,7500291.311,406.32,404.59
12/27/2023 4:36:17,399.81,404.38,298.65,305.27,298.88,300.93,46.27,50.48,51.94,148.69,69.54,72.03,69.23,210.79,50.18,1.29,7500365.365,407.84,405.77
12/27/2023 5:6:17,394.93,399.56,410.08,423.01,414.26,415.78,91.99,96.42,92.05,280.47,94.33,98.57,94.87,287.77,50.12,1.03,7500450.246,402.61,400.87
12/27/2023 5:36:18,394.69,399.28,466.07,482.62,465.36,471.35,105.37,110.66,104.2,320.23,107.14,112.33,106.55,326.01,50.2,0.98,7500604.845,402.37,400.64
12/27/2023 6:6:18,393.44,398.08,458.37,467.16,460.43,461.99,103.48,106.91,102.91,313.29,105.05,108.44,105.07,318.56,50.14,0.98,7500763.665,401.07,399.58
12/27/2023 6:36:18,389.07,393.76,613.06,639.15,617.08,623.1,136.63,144.1,134.59,415.32,138.95,146.7,139.37,425.02,50.14,0.98,7500934.772,396.58,395.29
12/27/2023 7:6:19,389.08,393.54,695.41,678.68,663.23,679.11,152.89,149.79,143.73,446.41,157.49,155.57,149.86,462.92,50.25,0.96,7501143.196,396.07,395.41
